OCR,Sentiment
गाड पर १२ मुहावरे! १. गांड खुजानाः चिंता करना| २. गांड घिसनाः मेहनत करना| ३. गांड दिखानाः से भागना| ४. गांड मे ऊँगली करनाः समस्पा पेदा क ५. गांड जलनाः ईर्ष्या करना| ६. गांड फटनाः डर जाना| UONDD) ७. गांड मारनाः निकालना| ८. गांड मरवानाः करना| ९. गांड में तीतर का बाल होनाः बहुत ज्यादा सक्रिय होना| १०. गांड पे लात मारनाः अस्वीकार करना| ११. गांड मे घुसनाः चमचागिरी करना| १२. गांड में कीडा़ होनाः ये पोस्ट पढ कर रिएक्ट नही करना मुसीबत दुश्मनी गुलामी,Neutral
3cDx BiL DER Rs 1/ NETHA MASALA MOUTH FRESHNER MUSC BBALI अब बनेगी खतसाक Body Oleah Bodd ५ODY 2!||: MASALA UTH FRE=HNER NEETHA W9,Positive
"Vo din dur nahi jab Bahar poster lage Il honge १५ din Mai Instagram ka nasha chhudwaye @lamethoughts """,Positive
HAIN? ACCHA? SACCHI?,Neutral
"Sex wale column me hum Atul Xfactor oxlactorAtU Bold or capital me ""KARNADO"" likhte hai",Negative
BFF Best friend forever Unoiilek| Tlu Mamna BFF Bhadwa Farzi Friend,Positive
"ट्रेन से एक यात्री नें ट्वीट करके शिकायत भेजी बाकी सुविधायें भले ही न बढ़ायें पर toilet में मग्गे की चैन की लंबाई इतनी तो बढ़ा दें कि वह मुकाम तक तो पहुंच सके |"" Railway की तरफ से रिप्लाई आया मग्गा चैन से बंधा है, आप नहीं. अपना मुकाम आगे खिसका ले Like Us on Facebook: @SaleChutiya",Neutral
Sapna Wo Nahi Jo sote waqt dekha jaaye Wo he Jo Raat Ko tumhe Sone Na de Titu Mama Sapna,Neutral
Jaisi life jaa rahi hai 'HUGS ki nahi 'DRUGS' ki zarurat hai.. @lamethoughts,Negative
OCILSSOS७ O३YOZOO[,Neutral
Life mai sab kuch chal raha hai siwaaye uske jo mai chahta hoon lamemougn,Positive
LEG PIOS IIAIG HI} Gil}IlIDA IAIAit [OOODIlbIh DDQJJ,Neutral
FLSJI INDIANS DEl सारा GORU[ [frnets INDIANS CII!MNIII PRG,Neutral
Ily llu18 =107-= Dhushiolopon Zाजा,Positive
"से....क्स करते-करते लड़के सेः यह गलत हैl लड़काः पर मैं तुमसे प्यार करता हूँl फिर भी गलत हैl लड़काः हम शादी कर लेेंगे जान| लड़कीः भो..स..ड़ी के, जहाँ डाल रहा है वो जगह गलत हैl लड़की लड़कीः",Neutral
७७७७9& और ज़ुबान में समानताः 1. दोर्नों में हड्डी नहीं होती| २. दोनों पर काबू रखना मुश्किल हैl ३.दोनों से लार टपकती हैl लुली -,Neutral
Mc (thhinkkingl degree Ka Kya karu Also Mo IRoallsing HL@ FRIND9 BHTl BANA LO college,Negative
"Ihen uvisit GB road for the first time and uhave much money in your wallet. You be like: सरता नहीं , सबसे अच्छा 90|1@0 lonGun",Positive
90|00000 कुछ बोलूगा तो विवाद हो जाएगा !,Neutral
"Log pyaar mein paagal hote hai, main apne parivaar mein hojaunga. @lamethoughts",Positive
Wwiliditoliin मछ्ली जल की हे ढा२ के आथ २वानी है शनी,Negative
"Idea By: Sohil Halepotra Tne Edvcaled Thanos @AvengersKaBaap Dharti walo, aa raha hoon main 1:२० PM २२ Mar १८ ८ State Bank of India @NotPNB 1s SBI Replying to @AvengersKaBaap Abhi lunch time hai 1 ghante baad aana L",Neutral
दिल दर्या और गाँड़ समंदर,Negative
"Log kaam se free hoke phone chalate hai, Mai phone se free hone ke baad kaam krta hu. Clamethoughts",Positive
"U hv black eyes. Is yr name Ruru? Ye Kaali Kaali aankhein, Why? tu ruru tu ruru",Positive
Ajj tak mere me ye poket money wala concept nahi aya Glamnethoughis ghar,Positive
RCB after every match be like humare Pas paisa nhi tolham galat,Negative
१५ August per crush ne teesri baar laddu lete hue dekh liya :) WlamemoLgntg,Positive
peacefully using Pnoine Dmn * Chal be mausi ko phonelogo my,Positive
HOW CHILDREN USED TO SPEND THEIR TIME 90'$ NOW!!!!!!,Neutral
अपने लिए न सही कम से कम इनके लिए ही पेड़ पौधे लगा लो.!lel७,Positive
"Winning Heart ,lungs idney , fefda, gurda e le RGB: Permanent hoon डr",Neutral
Zndaf@oLaकp CZuuia DQr,Negative
"shashank @epic. me zindagi, maa chuda le. Ley",Negative
Ll GSD,Neutral
"Abhishek @abhishtic २००९ : Chalo Aarti Karte Hain. २०१९ : Chalo Aarti Karte Hain. Arijit Bhowmick 200९ aaj main Aarti karke aya 2019 Aarti, aaj main karke aya Mohammad Saif २००९: Aarti utaro na २०१९: Aarti, utaro na १९ १ h Like Reply",Neutral
treat lene se darnahilagla salan treat dene se lagta hai,Neutral
skilera bela ki taiait Kar Baha bal lekin Avi tak job Nahi mila usko gortjtb |,Negative
"zeeshan @zeexxahmed #RCB & #CSK is ready for todays match. Giol ONcE &coNE Guo""",Negative
Tum Sala Sundar Log Kisi Ke Sage Nhi Hote,Negative
CtaLl Ucutet- Iollbuuirkle Creallla fuaaiton noi aclual Lotble arre goriya plastic kha gayi oicana,Neutral
Uhoficial Tiu Ye Jo log Game Ke gAoeeger unki shakal unke b Jyada unke padc Titu milti,Negative
"घर पे सिर्फ 5मिनट अगर Body बनानी हैं, तो Gym Join करना ही पड़ेगा २५Kg MUSGEBAL",Positive
My friend UnotJoial Tlau Ufaiza Muthh DaareLai baad Haathh Dhona zaroori hai kva?,Negative
सुष्रभात आपकी केपलकभी ओ३Uना हो आपका IYANHOOSE खुशियों,Negative
ENDIAATA danck ३G Data pack Rs. ३00 ३G Smar tphone RS. 251 लगता है कौनो फिरकी ले रहा है,Neutral
"कल मेरी वाली की शादी थी, परसो बोली मेरी शादी मे डी जे पर क्या बजाओगे? मै बोला तेरी Call recording मुझसे",Positive
Bachpan se hi trust issues hai jisko notebook deta tha wo agle din chhutti marr leta tha elamethoughts,Positive
अपनी को चमकाता हुआः गेंदबाज गेंद,Neutral
MUSC=BALI पर fanezBhaya आपही ने तो कह्मा था किओिचीपे बाहर कामत खाना MUSG EBALI तभैंने घर पे बनी ६० खा ली ) गुजिया,Positive
MERA DOST AKELE MEIN AISI HARKATE KARTA HAl.e,Positive
071070000*007[3 aat bhar jaag kar aur fir subhah late uthkar Iya milca hai Me Ye alag kism ka nasha hai,Neutral
Tum logo ke reacts dekh ke sukoon milra hai ki Mai akela nahi aur bhi log hai,Positive
Haar 5 mint baad phone toh aise check karta hoon jaise koi taras raha hai mujhse baat karne ke liye Gllamethougn ts,Positive
Yeh hai aam zindagi Irajababu _aagaee Yeh hai mentos zindadi,Negative
सम्मान देने से सम्मान मिलता है.. उदाहरण- पत्नी रोज सुबह पति के पैर छूती है और पति रात को पत्नी की दोनों पैर अपने कंधे पे ले लेता है.क़९,Positive
| ZHRr LkD _L DZT7 CAप RHEL GAYE BANGTO,Negative
Khud ki chhod ke dusri har me dost bana rakhe hai maine allamnethoughts city city,Neutral
bhai csk finale jeetgayi anujpandan Are saara match fix aree ae koi ise burnol do,Negative
"AJTOH MERE DOSTMI BIRTHDAY HAl PAR WO EK NO. KA BHIKHARI HAI, PARTY NAHI DEGA",Positive
"tohiaichat - n"" Don TLDulo t[ Trrn mDu"" n Qat Pin 00*7[11?10-0* ""001 |0789|0270 lra MoU Seliul ""451100 E7 TEra Tarnn 5 ra -72a^",Negative
AA TOHMEREDOST Ih BIRTHDAY HAI,Positive
colaate Hairr Oill mein Kalu Badam Toothpaste meln Namak Soap mcin Manjan moin Dudh Malai Garam Masala TOH BC KHAYENGE KYA?? BABA JI KIBOOTI C,Negative
"[0/10[370|5|[16 *hle as teacner Student Sir Kal tabiyat kharab ho gayi thi so homework nhi Kar paya Me: "" Abe lodu Kal raat 2 baje tak jis Pooja baat Kar Raha Tha wNo Mai hi hu",Positive
Daba raba hu Daba do,Positive
Ekuhi Dhaniwaan nan on Baanl Sab Kongaal UKEUS ON FBe-> Itipsः / /www facebook com / SaleChutya,Positive
Itne toh mere fyaade bhi nahi hai jitna log utha lete hai @ lamethoughts,Positive
"22 m32 10N: 111.!1 0|-1.-1 Depo "" Testos erone DoDT ] २०० mg per ले भाईतूभी B०dy बनाले MUSC EBALI NAHI DEADLIFICKARO",Positive
Har cheez apne waqt par achi lagti hai aur tum ho jo har waqt achi lagti ho @lamethoughts,Neutral
"*Me O Looked Forward In Time, Saw १४ ००० ६०५ Futures [G[3 In How Many Get IPL TROPHY ? None Of Them!",Negative
@ldons भाई=chवव,Positive
Aaja @ja Catalyst xd adidas Jea Gala Dabadoo Baby,Neutral
"Kya aapki life bahut hai. haa. Toh type kijiye- "" love U (space ) (girlfriend ka naam)"" Aur Send kare Wile Iko. Kasam se Life mein hungama machh jayega. boring Agar apni",Positive
EON1 Aje cbopp re ne waldi,Negative
"Maam, aapke bete ko cancer hai "" Par mujhe to bas cavity ki fikar rahti hai",Neutral
Chamch Ghamch Ghamch pal Jeea IIRr LYTYZ Mere Dost k Gaand maf bai Bobhut bada Keeda paf,Positive
Badmoshi Nahi Mittr ?tEDAN Bulking Chal Rahi Hai MUSCGEBAL I5H0 NAHI DEADLIET KAR0,Positive
Sirf Travelling? 9345 WDllan 7 LIFE.OF STUDENT Bhai Population Control Ke Kaam Bhi Krti Hu,Positive
Bhai ek shayri hai tere liYed 08:47 Not again |08:42~ Teri Yaad Me mujhe susu lag gaYa 08:४२ Wah wah wah wah 08:43 Teri yaad me mujhe susu lag gaya 08:^3 Yeh bhi to aasu hi hai pagle bas rasta bhatak gaya 08:43 Abee lodu OR d5,Positive
@vimelare donj Mnaam walo ki Zindagi jh#t bann chuki hai repeat Jh#t Bann Gayi hai,Neutral
Qatciiins Jacieu Games season ट Hamebhi Guru iNa pyaar Chahive,Neutral
*After winning a match* Umpires to CSK Daiica deo,Negative
जिंदगी के सारै द्रुङ्ख चौ सेहुना है] Uwo klicial Tiu Mama मेरा दोस्न अकेलै ्ै छुझै पापा पापा कहना है],Positive
"VEASAHHER MISम PमBड ३५% HI TERA RESULT ? AAYE HAIN PIRYDEBA, ३५% IINE PAR U७० PSS Ho GAYA PARTY? MUJHE PIYCम E BDK PARTY DE",Negative
Mummy aap raat ko kabootar ko dana khilati hain kya Oabi tO००oo!! Tophir aap roj raat ko aa aa aah kyu karti ho,Negative
मारना ही था और तरीका अपना लेती जालिम. जहर भी खिलाया तो बोबे पे लगाके और हम थे जो रगड...रगड कर चुस गऐ तो कुछ,Negative
Thodi si bhi expectations rakhu toh kismat mere muh pe marti hai rametiaiuunitE,Positive
RAM CHIYD KEH GAYE SIYA SE ISA KIIYUG AYEGA BlU aN DiADI ७०% HARKS LAAHE KII BAAD Bll BETA BAAP SE HAAR KHAAYEGA TlU,Negative
Uwokkicial Titu Mama Jine Wera Dal Lutea dhlo Waa Dost [Ma@ Wutthiyadhho,Neutral
Jab kisi se baat karne me sukoon milne lage Toh samjh lena Barbaadi bohot kareeb hai @lamethoughts,Positive
Jab mai apni plate khud uthake rakhta hun. Mom: My,Positive
Gautam Mishra @memezwalazladka Whenever My #BFF Upload A new Profile Picture-- am like Latrine Hai Ye Kya,Neutral
Himanshu Seth @tereMaalKaYaar खाली पड़ा है मेरे पड़ोस का मैदान एक #मोबाइल बच्चों की गेंद ९ ८४ गया| Translate Tweet १०:३३ PM १८ Jan १९ चुरा ले,Negative
Jab Tak SUSU karte Time Il Dhua Nahi nikalega.. Tab tak Mai aur Mere Dost THAND ko Seriously nahi lete. @lamethoughls,Positive
am qualilying Ior lop 4 position in | Le CSY Permanent hoon डfr,Positive
Didl Yeapas ishks mohabatkya bota hal१४४ Zरनट D7Z Ruchnehipag sab freemean tholnekebahane haloal,Negative
Bhabi mil gyi,Positive
Life Me Itna Akela Pad Gaya hu ki. Horror Movie Dekhta Hu taki lage Aas Pass koi toh hai :) @lamethoughts,Positive
Hamesha sochta tha agr Sbke dost smart honge to ch#tiye kiske Honge... Ab smjh a rahi kiske honge @lamethoughts,Positive
(BFF Best frien forever (BFF) Bhadwa Farz Friend,Positive
Bagal waliljaan mareli,Negative
Hum ko peeni hai peeni hai.,Negative
BHAI LAGTI HAIIS BAHR9O% SE URER MIRIS AIYEGE MERE BHULI 7 `II DEKH HSE ISIIY KO ITYUNVEED SE. KSI PARITDE `३ LUH DE YUG DIYI_TO SIHR HSRATON KELODE LAG JAYE GE TITU DADA,Negative
en your best friend finally ca papa 7tt7u MAIR,Positive
GG NIAl ZIGIL IUI IZa,Neutral
Hai Koi year challenge chal raha,Positive
E:U गैंड मराए दुनियादारी मैं चला Gym Aaj Chest Maarna Hai ] MUSCGEBALI ISHQ NAHI DEADLIFT KARO,Neutral
0९ लगता है किसी चटोरे की शादी हैl,Positive
ख० LDO Yi RESULT ZLia३ ऋaaWa DGa L0 MIA IZTTZIZTTA TITU DADA,Negative
Ache insaano ke sath hamesha bura hota hai Par mere sath bura kyu hota hai? Mein toh acha insaan bhi nahi hu Jlanwnouong,Positive
Hcmana-carl @He ma ngJesa nl During Viva Teacher Naam kya he tera? Me BhuligyaSaab,Neutral
अब तो पैसे कमाने की इच्छा ही नहीं होती | थोड़े पैसे जमा होते ही कहीं से आवाज आ जाती है| .मेरे प्यारे देशवासियों.. Like us on Facebook: @SaleChutiya (7014,Negative
Hum Nahi Maante III. |7 Proof Dikhao,Negative
e Hello Jacqueline Fernandez Speaking Aaj se tumhara naam Jaanki Devi hoga,Neutral
दबाते ही यह ७ंगी होे पहुले मुझे भी यकीन नहीं हुआ था अगले चुनाव में कोशिश करे जाएगी,Negative
"मोटर साइकिल को कार बना दूँ खम्बे को मैं तार बना दूँ 0"" dard १९ ))} h0+ वो तो मोदी ने रोक रखा है वरना पाकिस्तान में भी सरकार बना दूँ",Positive
"हर घर से अफ़ज़ल निकलेगा क्या 4[ 0 निकलेगा?ू अफसर..निकलेगा मोटा भाई, आपने क्या सुना?",Positive
Ka lagta balab ki baar Ks ki sarlaar baneglo० chutiyapa. GHUIग,Neutral
Aण? batao Prir kisko veteda ६वठ Chutgapa GiUDI,Neutral
"पढ़ाई अधूरी , शादी अधूरी, विकास अधुरा , हाईवे अधुरा , लेकिन फेकता है पूरा पूरा !",Negative
अगर मेरा दोस्त गांड मरवाकर पैसे कमाता है De Uwoklicial Tit Mma तो आप उसे रोजगार कहोगे या नही,Neutral
HO IB (3 GAYA TERA? NIKAL Y:AE,Negative
Sorry papa aaj aapki ४०० wali script chal gyi. chutiyapa GiUाग phir,Positive
Kuch Bolunga To Vivad Ho Jayegat Prarull Billore Follow @pbillore१4१ Wishing @MamataOfficial dii a speedy recovery and sending prayers for her health. GHUJI[iUPi good,Negative
ISKO KUn& GALIDU,Neutral
"Rahul Gandhi after his every speech. ""7177070008070?7 Yahi baate to baad me Meme banti hai.",Positive
Waheed 0 @waheeds93 Karan: Sir aapne jo karne ko bola tha wo kaam kardiya maine. Modi: abey tune galat Rahul aur Hardik ko dia. pel,Negative
थाई देखी बीलनैे को,Neutral
राहुल आंधी गुरुवार को अटल जी को देखने गया अटल जी २४ घण्टे में स्वर्ग को गए जय ललिता को देखने गया २४ घण्टे में वो भी गुजर गई करुणानिधि को देखने गया वो भी २४ घण्टे में निकल लिए लालू यादव अस्पताल में घबराये कही मुझे देखने न आ जायेंट हुए है,Positive
"Tueet ""Em iitnt -ddiculan Dear Haha Reactors | Love You Wlilo Kabhi Cnai Paani Pccie |lai!",Negative
"aचp @ AamandmiParty Congress was looting our country tnen BJP came and said . ""Ye main kar leta hu tab tak aap Dream १1 pe team banao 13:13 १३ Dat २० Twiiter iox Fudraid 3 २६१ Relvetts 8४२ Ouutc l४ 1K Likes Twcis",Negative
idhar dard hota he idhar,Neutral
"कल की मेच का क्या सर राहुल ने जीता दिया ""9 mnसए ([710 47 0 हमजो भी राहुल ही जीताता हे हुआ??",Positive
"LEU; 5IUD#ा लिए टाटा का जीवन, रतन ulul थिवाt , cIQ गपम उळ्े भारत को अलविदा वेरतर वनाने की गहरी चिंता थी रतन टाटा शाम 4 बजे होगा अमित शाह का अंतिम संस्कार mमप UK< IG @_LIFEOFSTUDENT Aee Safed Kapda दर्शन लोगों के पद्जनिद७ Iाध पuत dश",Neutral
(िचया आपने घर बिहार जन जनलीपमार 8377 gsrm,Negative
फ्ै ढपनै यौटापि सै बहुन शरैशाना था यहु मैरे दुः्षख् को कारुणा था 7 तभी पैनै चुनी कांग्नैस की सरकार और खाने के लाले षड गये भै॰ पतला ह्ौ गया घू काग्रेस् र्थिंक,Negative
Abhi soke utha hu,Neutral
BJP aur Congress ko chodo pehle inko lao Shashan me ६० EGHE USE D9 आने दो हमको शासन मे रसीयन बटवा देंगे रशन में EPIC,Positive
घबरहटका कारण Gym के बाद अंडे खा [ भूल गया था आज Tuesday हैं ] MUSGEBALI ISHQ NAHV DEADLIET KARO & 8 लिए,Positive
सौतन या दुश्मन से छुटकारा गृहकलेश धोखा मनचाहा प्यार पति पत्नीसें अनबन कारोबारभै रुकावट leshtiiuट बाबा बंगाली,Negative
ईशा मसीह दा खालसा सेंटा क्लोज दी फतेह +,Positive
DIVIDED BY 'RELIGION UNITED BY 'POLLUTION,Neutral
"VoU? Honor @eta Cleat begunaih han Unhone pahle hi kah diya tha ""my attitudE depends on your personality",Neutral
MITINM Cinenltin Valke १en Relatives are about to leave. Maa ] kdha r,Neutral
GIRL Ghnost In Beal Life,Negative
"Dunfya ka ek hi rishta hai jo jaatl dharm, ameer gareeb, uunch neech nahi dekhta, aur wo hai ""अवैध संबंध"" Happyclubwala",Neutral
Indian families be like Koi pasand ho agar toh bata do usey chhor kar tumhari shadi sab se kara denge.,Neutral
apne kabhi online GHAPA GHAP chat kiya hai Kya,Positive
सुबह सुबह १०२ का नुकसान हो गया(,Negative
"ए Ajeeb log hai problem btao toh usS bro "" karne lagte hai. @lamethoughts",Positive
"त pe)2 Sir Want To Pass 2[ :: Tia_ * This Semester Qii> 001; :ोत 3**91090 And Am Ready CU३R To Do Anything For It ATLDIUC FocLes IL0 badelog El ः -"" Soce! Zid; 8[ .+21'7- Ilat - Anything Gi> 0n :?.ch s७ :ऐ 109!332303 tlniu> _2"" Dolers baderog AERIUK S0G|0| 1 Yes Sir Anything 103 E$ 92 badelog फ %॰ ' Think Again ce DI० te_ 2 IUDIIE ८lU= iiशiili0/ Pou 6adelog -%2 1up75 - .९h",Neutral
"Middle class se hun, Dene ko bas ulta jawab hi hai mere pass. @lamethoughts",Positive
"Winning Heart ,lungs ,kidney , fefda, gurda etc le RGB: Vijay Thakur Yesterday at २१ ५० Permanent booD बीr",Positive
A VERY DEEP MESSAGE!! AUCR llusbunktimerol Raftaar Rashedin Phir vi Uske hath me kitaab h Matlab londa engineer h,Positive
Kalane ho Civil Engineer hu Ci0 la laam Larioho na,Positive
IaciTu IDUEZI - *people uploading sad status+ Fiheir intention pucho Jara JchD Wiuhie Ia,Neutral
Boys have iriends Men have broihers,Positive
"हवस के नाम पर होठ से होठ भी मिला लेते हैं वो लोग, जिन्हे नीची जाती के हाथों से पानी पीना तक पसंद नहीं है..!! JH BeHCRR SIIDHU",Negative
OSK KI JEET KI GAH KSE HITIU LEOSZEILL::S MDI G@@YD JALI PADI HAI KSE DIKHAU TIU,Negative
(A girls calls Fire brigade oflice) Hello mere aag lagi hail! Pani daala?? -aa par aa९ bujhi nahi fir hum aa kar kya karenge7. Hum bhi toh pani hi dalenge ghar,Negative
*when | change my tution without giving fees for 3 months* my tution teacher- mujhse Jo nazre churane lage ho Lagta koi aur Gali Jane ho lage,Negative
Wueu Iuiulu eleuiu Dilltlr १२th board Rinkiya papas reaction चट देनी मारदेली फयऊतपाग ५४4 &,Negative
दो घरकी निकम्मी बेरोजगार औलादें Monday को फिर से Gym में लोहा तोड़ने आ गई MUSGEBALI MUSCGEBALI ISHQ NAH| DEADLIFT KARU,Positive
"INl@)(pU़ ""ा0 Lagta Hai Galat Avenger Movie Downloat Karli .",Positive
भाई लोगक्या आपके भी इलाके में दल्लो ने अंडा १० rupees का कर दिया हैं ? MUSCGEBALI I5HQ NAHU DEADLIET I4R७,Neutral
IND FANS WBALLDO MSTAIG३ BODD ZADDEखG AGAIDSZDULLS LET SLORGIVE tar hotstor IND FANS 0|1||0@3 CIKEा Rou5 MANADINNG LEOADANDOU NO SPODSMANSHIP,Negative
"$0l"" 7र* pos 7ी+7|701""- Jpp Ou"" Hlow mor Jlichtora doon Jocht navn ? JlEau[5 Kronhlla dala na",Positive
* chutiyapa Camera Man Saar GHUIOIPI,Positive
"क ख गघ कुछ ज्यादा ही समझदार युवा @hincltuemesangb म द फ क कुछ ज्यादा सभझदार युवा ""00c0",Negative
"पत्नी : और बताओ, आज खाना कैसा बना है? पति : ना, बस लड़ने के बहाने ढूंढती होl ९ तुम भी",Positive
sirilera bela golt bb ki iayari Kar iaha hai lekin Avi tak job Nahi mila usko पc 2 नमंत्र के Y@ 8eDeal wala hal ka,Negative
/memerhubc69 Me peacefully using my phone Uom* emememubcoo Chal be mausi ko phonelago,Positive
"People be singing Ahaa tamatar bade mazedaar"" and then go and remove the tomato from the burger Clamethoughts",Positive
FHUNEUIKHA Aठhia NUSIGUY Ai TU HHIH Haae NU DAD UISIIA KHAUEh THEEIC H,Positive
FANILY CINHLL MIN tiln,Negative
1 Arrey yerton Rज़3 fam hain,Positive
ज़रासीसरदी क्या बढधई शहरमे दल्लों ने अंडा १० काकर दिया !,Positive
Rlsh Aय >ALeN CUGuIO Koi fark nahi exams mein kitne din ke gaps mile hain RIINITRAG २RणIShTroN lagane wali padhai to ek raat hi hoti hai padta Aag pahle,Positive
Prashant Rajput @pareshanzladka When People burn fire crackers instead of diya and lamp Me : Aeey Yede.. Tere Baap@o Shaadi Hai kga Re३ 21:10 ०५ Apr २० Twitter for Android,Negative
GA*NID KA ILAJ KIYA JAA SAKTA HAI Tiu GAANDU KA NAHI,Neutral
Me Bhabhi Itni Garam Chai Marwaongi Kya SK tociblil - She Ha,Negative
Papa ne Bole Car Denge Tumhe Nahi Mujhe JCB Chaiye Mazdoor Salaaa.,Negative
NITIN @theNitinWalke When Relatives are about to leave. Me Maa l kidhar h,Positive
IOVIHS CEOKOUT AUK IOAUSOIEOKOUTAIAS,Negative
Raj Singh @raj_jo69 Motivational speaker :- What inspires you to get up everyday and out of bed? Me:- Pesaab !! 6:५5 PM ०८ Oct १८ get,Neutral
Respected Baba Saheb Uno ticia 1 Titu tana Ab Govemnent Job usko nahi milega Jo Kabil ho Usko Milega Jispe scISt Ka certificate Ho,Positive
diztऋack(amefaaDelaCha Boardsmebifal[ lbogaga,Negative
"बस यही वो ख़तरनाक नजर है जो ना जाने कितने का भविष्य ख़राब कर देतीं हैं. कुछ गुमनाम शायर बनते है, कुछ बेवड़े ओर कुछ बाबा",Negative
Exam aagyi lekin abhi tak sharam nahi aayi.,Negative
Hey TIya lumse ek kaam inaz ' Ghar Meaohor pe 00001 chuinonDe MMall main Saa leti haon 0n011e +38 9@ 1000{,Negative
Barcelona Atul Kumar Balar St lona,Neutral
"सा गसगाद गत तए स फनगा्न ते गणा [ रगारक फे नारोॅरऋणए ताह येचोरार झाफाग रिग गणा हफ अमा शताद की एतिगभे श्क गां४४ ऐमे न हीद ननके पिना रपिदन रर्माने पुलिस अधिकारियोः कषित्ोय जनप्तितभिग पवसनिऊ भनन फ ठसगवा सागाचि+ नंगठनो कोगी लिछित गिनागत गेजो ७ ठरिदनत शर्म न गिकाग्न मे नतण ह कि उनके पुत्र दिनेशचंद कागगिल युद्घ मे शहीद ये| ठनको प्रतिमा मरकार न भभनपर चौ पर गनवाई गई ६| ठस पतिमा भजनपुरा चक पर नायक की प्रतिमा नदहात आसपास मास को रहहियो, अनिरमण एव गदगी के चलते बुग ठाल ऐI यहा करं तरह BakchoaChora जेब खर्च मोमोज की चटनी मांगने बन गए जास पर्वदि पर दुकानदार ने मारीगॉड बाहन चोगे पकड़ा़ हेl जास पूर्वी दिल्ली : रजधानी में लोग छोटी आठवी = खोते जा रहे है| ताजा पुतिस ने आरोपियों के खिलाफ से मिलने छोटी बातों पर आपा नामला त्रिलोकपुरी का है जहा मोमोज की दर्ज किया गागला रदायाlड गम्ना चरनी मांगने पर एक दकानदार गाहक Dekh Bc jada chatni mangne ka natiza टनेग",Negative
Chatt pe tehlne wala mausam aur chatt se kudnee wale halat @lamethoughts,Neutral
287 फ%%` जब ट्रक ड्राईवर ने बाइक खरीदी,Positive
HEINDI HAI RCHHE WII BHU DaN TOTH OR १२TI WILO KI HAI BAJIE WIIII TITU NIDA,Negative
Listening to punjabi songs be like: Matlabnahf chahiye Dubeyf Hum vibe kar lenge,Positive
"डाक्टर का दुसरा नाम भले ही भगवान हो, लेकिन तीसरा नाम ""लुटेरा"" ही है.",Negative
"नईनई देवरानी को जेठानी ने पूछाः- *रात कैसी जा र्ही हैं ?* देवरानीः- आपका देवर तो *घोड़़े जैसा* हैं.. हंमेशा *घोडी बनाकर* ख़खता हैं, सांस भी नर्हीं लेनें देता हैं, *गज़ब की ताकात हैं! जेठानीः- लेकिन ईतनी *्शांत और सर्दी+ की रात में *आवाज़* तो कुछ नही आ रहीं ? देवरानीः- तो उनसे आज़ कि *्लौडे पे घुंघरू बांध के* चोदे.. * जिससे परिवार के सभी का मन लगा रहें!* ील30 कहूंगी",Negative
"aajkal ke hijde taali nahi bajate, ya bajate honge kya pta mujhe to se bahar nikle kafi time hogya ghar",Negative
SGlencewa ७n kinebilphad lor Laam tho tumhe commetce walon keuderफi Warta padega TITU MIDA,Neutral
Walartebo ? @rarpiregeet Civil Engineer hu ३०० Rs dliadi par kaam laro iona,Negative
Purne Aashiquelafa Dbudte Jbee AajKe Aashique JagahDbondte Hain,Neutral
लोन की आखिरी किश्त भरते एक सज्जन Vsar {} बैंक LOं,Positive
Wapas chalo re. aage bahut laide hain.,Neutral
Shopkeepers Science Bhaiya ye thoda Tight hai Wash k bd loose hoyega Bhaiya ye thoda Loose hai Wash k bd tight hoyega na,Positive
सब्जी वाला सब्जी पर पानी छिड़क रहा था.. काफी देर हो गई.. कस्टमर में बोलाः- भाई साहब.. अगर भिंडी को होश आ गया हो तो.. एक किलो दे दो..! गुस्से,Negative
Show me the best choreographer IFR |said the best ३ सीखिए Ion बसतीर ्डांस ev केवल मिनट में बहत आसान तरीका Prefrction bc,Positive
"During classes what heard First Bencher Delhi main Qutub Minar hae "" Back benchers ""Delhi main Kutta bimar hae they",Positive
Nonveg Memes HuB Airport Chaloge ? Ha Ji Bilkul २ Gareeb Aadmi Hu Madam Paise Hi Lunga @ g्लै ध्लै Loge Kya,Positive
खए0 Wrie: 7 Solve. 4. Toni has I३ slickers. Jen gives him IO more How many slickers does Jack hove ? Slickers Teachher Hridesh rajput @Frideshrajput 1 Kyon hfla daa na,Positive
90 Kaash mai thoda gora hota,Negative
Gareebi. >>bchkcod,Negative
Chal Bhhi Lenge Wc 01871 Bhi Lenge crण ँlsntLdila ोln -ln e Sab Lene Kc 83310 Aapki Bhi Lenge Ecr Daco,Negative
memer 0ि @UUZZIeU *people uploading sad status* #theirzintention pucho jara pucho mujhe kya hua hai,Negative
"Andhi ladki ko propose kiya tha usne bhi bol diya "" आंधी hu बेहरी nhi jab aawaz hi esi hai to shakal kaisi hogi"" @lamethougnts",Neutral
"जब टांग खींचने वाले , टांग दबाने लगें तो समझ लेना",Neutral
"Riya TODA Y Hley riya 11;40 Tumse ek kaam tha?? Ghar pe ho na? 17:41 Haa, ghar pe hi hoon 11:41 २०० ke chut honge ?? 1:43 Nahi main ५०० leti hoon ghante kaa 11:43 *chutte 1१;४३ Wait what??? 1:43 ype a message",Neutral
"Kya din aa gaye hain. Harmonium bajane wale ladki bajane Enध 3lc5|4 92 7 FH 2ौ ""424(00 Aur ladki bajane wale harmonium. lage Gainlll",Negative
